Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,6622776,6293745,5887284,5486268
Liabilities,,,,
Total Liabilities,5774140,5530155,5168747,4813618
Stockholders' Equity,,,,
Common Stock,436538,436538,436538,436538
Retained Earnings,463269,398980,339959,290824
Accumulated other comprehensive income,5172,-10676,-3332,1344
Total stockholders' equity,828277,762082,718537,672650
Total liabilities and stockholders' equity,6622776,6293745,5887284,5486268
