Breakdown,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Total Assets,55597000,52980000,51658000,50853000
Liabilities,,,,
Total Liabilities,51738000,49124000,47870000,47266000
Stockholders' Equity,,,,
Common Stock,3497000,3418000,3360000,3243000
Retained Earnings,149000,400000,371000,311000
Accumulated other comprehensive income,213000,38000,57000,33000
Total stockholders' equity,3859000,3856000,3788000,3587000
Total liabilities and stockholders' equity,55597000,52980000,51658000,50853000
