Breakdown,4/30/2019,4/30/2018,4/30/2017,4/30/2016
Total Assets,907314,880344,775792,596389
Liabilities,,,,
Total Liabilities,52695,53513,42510,43197
Stockholders' Equity,,,,
Common Stock,15119,14933,14284,13853
Total stockholders' equity,854619,826831,733282,553192
Total liabilities and stockholders' equity,907314,880344,775792,596389
