Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-1532000,2162000,14636000,14298000
Depreciation & amortization,-,17969000,16793000,16469000
Change in working capital,-,-12196000,-5124000,5479000
Inventory,-,968000,1796000,199000
Other working capital,-,-18610000,9533000,11419000
Other non-cash items,-,6395000,5995000,7667000
Net cash provided by operating activites,-,15392000,32739000,38742000
Investments in property plant and equipment,-,-34002000,-23206000,-27323000
Acquisitions net,-,-45000,-14536000,-
Purchases of investments,-,-37000,-53000,-5178000
Sales/Maturities of investments,-,0,1000,158000
Other investing activites,-,-3461000,-2213000,994000
Net cash used for investing activites,-,-36682000,-35492000,-25325000
Net change in cash,-,-11921000,-16311000,34969000
Cash at beginning of period,-,67150000,83462000,48492000
Cash at end of period,-,55229000,67150000,83462000
Operating Cash Flow,-,15392000,32739000,38742000
Capital Expenditure,-,-34002000,-23206000,-27323000
Free Cash Flow,-,-18610000,9533000,11419000
