Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2573400,1514000,1372400,1228597
Liabilities,,,,
Total Liabilities,1344900,726000,785600,729401
Stockholders' Equity,,,,
Common Stock,152000,96100,77500,74773
Retained Earnings,298500,369800,295500,203575
Total stockholders' equity,1228500,788000,586800,499196
Total liabilities and stockholders' equity,2573400,1514000,1372400,1228597
