Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,51947000,132871000,107619000,-198524000
Depreciation & amortization,-,62179000,52551000,46815000
Change in working capital,-,-3057000,350000,46356000
Inventory,-,-20372000,-37504000,24869000
Other working capital,-,7490000,35876000,-113833000
Other non-cash items,-,12636000,5377000,172749000
Net cash provided by operating activites,-,146053000,119624000,-45829000
Investments in property plant and equipment,-,-138563000,-83748000,-68004000
Acquisitions net,-,-6668000,-,-
Sales/Maturities of investments,-,5000,682000,2459000
Other investing activites,-,-5112000,-16243000,1865000
Net cash used for investing activites,-,-144906000,-97093000,-73119000
Net change in cash,-,-69923000,-3797000,93465000
Cash at beginning of period,-,559036000,555906000,462440000
Cash at end of period,-,489456000,559036000,555906000
Operating Cash Flow,-,146053000,119624000,-45829000
Capital Expenditure,-,-138563000,-83748000,-68004000
Free Cash Flow,-,7490000,35876000,-113833000
