Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,24991000,22269000,19344000,18330000
Depreciation & amortization,16663000,16868000,15760000,14849000
Change in working capital,-10856000,-10753000,-10742000,17011000
Inventory,-660000,309000,-323000,844000
Other working capital,18334000,14873000,13720000,43555000
Other non-cash items,3243000,2149000,2001000,5140000
Net cash provided by operating activites,34900000,28771000,25496000,54561000
Investments in property plant and equipment,-16566000,-13898000,-11776000,-11006000
Acquisitions net,-31000,-1740000,-6124000,-6424000
Purchases of investments,-925000,-1048000,-1987000,-2899000
Sales/Maturities of investments,882000,1143000,1544000,2106000
Other investing activites,1105000,-1039000,-835000,-4017000
Net cash used for investing activites,-13707000,-14911000,-19125000,-22055000
Net change in cash,4377000,2918000,-7064000,11919000
Cash at beginning of period,40799000,40484000,47549000,35630000
Cash at end of period,45194000,43435000,40484000,47549000
Operating Cash Flow,34900000,28771000,25496000,54561000
Capital Expenditure,-16566000,-13898000,-11776000,-11006000
Free Cash Flow,18334000,14873000,13720000,43555000
