Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,629279,600292,573074,557964,521888
Depreciation & amortization,179063,179063,133432,113284,103195
Change in working capital,651277,-42213,-883823,-2097705,4870397
Inventory,-409810,-70350,-720481,-250770,2326285
Other working capital,314232,462994,-460341,-539166,4616405
Other non-cash items,33024,572904,490515,323823,476344
Net cash provided by operating activites,1692469,1218395,296219,-267965,4624708
Investments in property plant and equipment,-1378237,-755401,-756560,-271201,-8303
Acquisitions net,-664171,0,-1359889,-259132,-2367045
Purchases of investments,-,-,-,-,0
Sales/Maturities of investments,42984,14066,12125,0,11682
Other investing activites,-677463,-591520,5440,57232,-3058339
Net cash used for investing activites,-1002029,-1193971,-391654,15755,-1437422
Net change in cash,399361,180098,-3701863,-625381,2217410
Cash at beginning of period,10008879,9127828,13348589,12818335,11371189
Cash at end of period,10408150,9111782,9127828,12848719,12818335
Operating Cash Flow,1692469,1218395,296219,-267965,4624708
Capital Expenditure,-1378237,-755401,-756560,-271201,-8303
Free Cash Flow,314232,462994,-460341,-539166,4616405
