Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,629927,612072,482692,350886
Liabilities,,,,
Total Liabilities,1903,1814,1384,116
Stockholders' Equity,,,,
Common Stock,624922,558798,454515,339003
Retained Earnings,3102,51460,26793,11767
Total stockholders' equity,628024,610258,481308,350770
Total liabilities and stockholders' equity,629927,612072,482692,350886
