Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1087000,1344000,1407000,1505000
Depreciation & amortization,-,832000,855000,748000
Change in working capital,-,551000,-1466000,-77000
Inventory,-,-1087000,-741000,-245000
Other working capital,-,1838000,-707000,1087000
Other non-cash items,-,-204000,60000,52000
Net cash provided by operating activites,-,2438000,924000,2378000
Investments in property plant and equipment,-,-600000,-1631000,-1291000
Sales/Maturities of investments,-,-,9000,26000
Other investing activites,-,-1000,78000,-
Net cash used for investing activites,-,-601000,-1544000,-1313000
Net change in cash,-,1152000,-859000,292000
Cash at beginning of period,-,4460000,5319000,5027000
Cash at end of period,-,5613000,4460000,5319000
Operating Cash Flow,-,2438000,924000,2378000
Capital Expenditure,-,-600000,-1631000,-1291000
Free Cash Flow,-,1838000,-707000,1087000
