Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,450392,532542,419923,342625
Depreciation & amortization,-,134825,130745,131813
Change in working capital,-,-201897,673104,133823
Inventory,-,263361,-220484,-79280
Other working capital,-,517148,1081919,848226
Other non-cash items,-,56521,-48947,218250
Net cash provided by operating activites,-,534602,1115765,887797
Investments in property plant and equipment,-,-17454,-33846,-39571
Purchases of investments,-,-6001640,-1586,-9043
Sales/Maturities of investments,-,6005819,-,170724
Other investing activites,-,419,-1000014,9447
Net cash used for investing activites,-,-12856,-1035446,131557
Net change in cash,-,414187,-52354,965778
Cash at beginning of period,-,3512886,3565240,2599462
Cash at end of period,-,3927074,3512886,3565240
Operating Cash Flow,-,534602,1115765,887797
Capital Expenditure,-,-17454,-33846,-39571
Free Cash Flow,-,517148,1081919,848226
