Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,6151000,4155000,3891000,3964000
Depreciation & amortization,-,949000,963000,960000
Change in working capital,-,-830000,70000,914000
Inventory,-,220000,-419000,-48000
Other working capital,-,2786000,5012000,4080000
Other non-cash items,-,-289000,489000,-470000
Net cash provided by operating activites,-,3572000,5825000,5160000
Investments in property plant and equipment,-,-786000,-813000,-1080000
Purchases of investments,-,-629000,-2313000,-122000
Sales/Maturities of investments,-,294000,123000,66000
Other investing activites,-,-,62000,-
Net cash used for investing activites,-,-1051000,-2873000,-1204000
Net change in cash,-,1502000,1221000,1669000
Cash at beginning of period,-,13694000,12473000,11266000
Cash at end of period,-,15197000,13694000,12473000
Operating Cash Flow,-,3572000,5825000,5160000
Capital Expenditure,-,-786000,-813000,-1080000
Free Cash Flow,-,2786000,5012000,4080000
