Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,218099,218099,179735,142806,122448
Interest Expense,60517,60517,40484,19452,11951
Income Before Tax,72027,72027,52135,40653,36590
Income Tax Expense,14619,14619,9015,4946,8903
Income from Continuing Operations,57408,57408,43120,35707,27687
Net Income,57408,57408,43120,35707,27687
Net Income available to common shareholders,57408,57408,43120,35707,27687
Basic EPS,-,-,2.92,2.68,2.20
Diluted EPS,-,-,2.86,2.61,2.17
Basic Average Shares,-,-,14769,13325,12571
Diluted Average Shares,-,-,15065,13680,12766
