Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-228408,-541095,364057,382765
Depreciation & amortization,-,237337,159707,174213
Change in working capital,-,-101374,-68773,-131962
Inventory,-,-366852,-97044,76594
Other working capital,-,-947237,-56226,529881
Other non-cash items,-,58357,5176,112613
Net cash provided by operating activites,-,-690340,388075,609855
Investments in property plant and equipment,-,-256897,-444301,-79974
Acquisitions net,-,-30000,-,-
Sales/Maturities of investments,-,84000,91224,83809
Other investing activites,-,-53062,-53620,-60149
Net cash used for investing activites,-,-254361,-404854,-54457
Net change in cash,-,-203034,-358221,561629
Cash at beginning of period,-,3292704,3650925,3089296
Cash at end of period,-,3089669,3292704,3650925
Operating Cash Flow,-,-690340,388075,609855
Capital Expenditure,-,-256897,-444301,-79974
Free Cash Flow,-,-947237,-56226,529881
