Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,66686000,50931000,55145000,45064000
Depreciation & amortization,30200000,30427000,31941000,28476000
Change in working capital,-6608000,-14842000,-16693000,-3253000
Inventory,-840000,-1045000,-62000,105000
Other working capital,70798000,30849000,34961000,22356000
Other non-cash items,5918000,4267000,11754000,-2093000
Net cash provided by operating activites,97800000,56349000,73493000,61147000
Investments in property plant and equipment,-27002000,-25500000,-38532000,-38791000
Acquisitions net,-,-637000,-14138000,-31064000
Purchases of investments,-8869000,-19854000,-15504000,-20313000
Sales/Maturities of investments,58543000,27613000,49863000,47910000
Other investing activites,-7000,-46000,-78000,-59000
Net cash used for investing activites,19965000,-16826000,-17882000,-30341000
Net change in cash,-30554000,-35102000,6251000,-2897000
Cash at beginning of period,110392000,158303000,152051000,154949000
Cash at end of period,80894000,123200000,158303000,152051000
Operating Cash Flow,97800000,56349000,73493000,61147000
Capital Expenditure,-27002000,-25500000,-38532000,-38791000
Free Cash Flow,70798000,30849000,34961000,22356000
