Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-6.906,-6.906,-3.543,-2.581,-1.984
Other investing activites,-,-,-,-,2931
Net cash used for investing activites,-6.906,-6.906,-3.543,-2.581,2931
Common stock issued,-,-,7619,2221,-
Common stock repurchased,-,-,-371.464,-128.063,-19.84
Net cash used privided by (used for) financing activities,-,-,7247,2093,-19.84
Net change in cash,-2758,-2758,4018,225.784,1532
Cash at beginning of period,6284,6284,2245,2019,486.864
Cash at end of period,3563,3563,6284,2245,2019
Capital Expenditure,-6.906,-6.906,-3.543,-2.581,-1.984
Free Cash Flow,-2758,-2758,-3229,-1867,-1381
