Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,14780000,16341000,6799000,27058000
Depreciation & amortization,9004000,9868000,10740000,11098000
Change in working capital,370000,2812000,88000,-3051000
Inventory,6002000,-182000,-633000,2749000
Other working capital,10672000,28331000,1982000,21575000
Other non-cash items,-1685000,-749000,345000,-349000
Net cash provided by operating activites,17987000,35188000,17538000,35891000
Investments in property plant and equipment,-7315000,-6857000,-15556000,-14316000
Acquisitions net,-,-6194000,-4534000,-1111000
Purchases of investments,-87670000,-88789000,-63387000,-61374000
Sales/Maturities of investments,87283000,74046000,63028000,41971000
Other investing activites,-857000,-1375000,12621000,31000000
Net cash used for investing activites,-14448000,-29165000,-7350000,-2770000
Net change in cash,-6256000,-5456000,-10927000,15011000
Cash at beginning of period,33487000,34185000,45113000,30101000
Cash at end of period,27230000,28729000,34185000,45113000
Operating Cash Flow,17987000,35188000,17538000,35891000
Capital Expenditure,-7315000,-6857000,-15556000,-14316000
Free Cash Flow,10672000,28331000,1982000,21575000
