Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8366000,8853000,7847000,8550000
Depreciation & amortization,-,797000,789000,850000
Change in working capital,-,2876000,-1395000,-1045000
Inventory,-,2000,-386000,148000
Other working capital,-,10284000,4673000,8951000
Other non-cash items,-,-3133000,-731000,223000
Net cash provided by operating activites,-,10817000,5140000,9590000
Investments in property plant and equipment,-,-533000,-467000,-639000
Purchases of investments,-,-801000,-560000,-473000
Sales/Maturities of investments,-,104000,229000,12000
Other investing activites,-,-264000,72000,86000
Net cash used for investing activites,-,-1382000,-328000,142000
Net change in cash,-,304000,3150000,7960000
Cash at beginning of period,-,60283000,57132000,48335000
Cash at end of period,-,61027000,60283000,57132000
Operating Cash Flow,-,10817000,5140000,9590000
Capital Expenditure,-,-533000,-467000,-639000
Free Cash Flow,-,10284000,4673000,8951000
