Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1690324,1622501,903795,863455
Liabilities,,,,
Total Liabilities,1428519,1374432,798101,762007
Stockholders' Equity,,,,
Common Stock,216398,217514,87837,87177
Retained Earnings,41920,23985,16459,13718
Accumulated other comprehensive income,-6,-699,-542,-436.777
Total stockholders' equity,261805,248069,105694,101447
Total liabilities and stockholders' equity,1690324,1622501,903795,863455
