Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,-4003,-4003,51425,24314,-1344
Income Before Tax,-5880,-5880,41706,21813,-1600
Income Tax Expense,-2942,-2942,11634,5656,-1703
Income from Continuing Operations,-2938,-2938,30072,16156,103.019
Net Income,-2938,-2938,30072,16156,103.019
Net Income available to common shareholders,-2938,-2938,30072,16156,103.019
Basic EPS,-,-0.02,0.23,0.12,0.00
Diluted EPS,-,-0.02,0.23,0.12,0.00
Basic Average Shares,-,133018,129715,129104,129242
Diluted Average Shares,-,133018,130746,129104,129242
