Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2724080,735705,530857,551143
Depreciation & amortization,-,55487,59314,66592
Change in working capital,-,2336281,2481038,-1090308
Inventory,-,2093891,1853757,-1628236
Other working capital,-,3168361,3209449,-308707
Other non-cash items,-,316592,409682,311633
Net cash provided by operating activites,-,3220639,3213218,-281365
Investments in property plant and equipment,-,-52278,-3769,-27342
Other investing activites,-,1,2,1
Net cash used for investing activites,-,-52250,-3726,-27341
Net change in cash,-,617258,430569,93318
Cash at beginning of period,-,1693714,1263144,1169826
Cash at end of period,-,2310973,1693714,1263144
Operating Cash Flow,-,3220639,3213218,-281365
Capital Expenditure,-,-52278,-3769,-27342
Free Cash Flow,-,3168361,3209449,-308707
