Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,10352727,10352727,8886018,8255625,7832691
Depreciation & amortization,4028538,4028538,4060306,4117142,4140104
Change in working capital,3812014,3812014,97680,1138334,88119
Other working capital,6404503,6404503,10660427,8672374,7531946
Other non-cash items,925978,925978,993059,1136064,1255748
Net cash provided by operating activites,18197740,18197740,13011275,13501219,12057331
Investments in property plant and equipment,-11793237,-11793237,-2350848,-4828845,-4525385
Purchases of investments,-136236,-136236,-156720,-195432,-168885
Sales/Maturities of investments,113234,113234,135073,180326,172037
Other investing activites,81079,81079,-43291,121072,7034
Net cash used for investing activites,-11735160,-11735160,-2415786,-4722879,-4515199
Net change in cash,4322254,4322254,1531489,-242913,-574766
Cash at beginning of period,16852080,16852080,14515522,15142567,15031720
Cash at end of period,21174336,21174336,16047012,14899654,14456954
Operating Cash Flow,18197740,18197740,13011275,13501219,12057331
Capital Expenditure,-11793237,-11793237,-2350848,-4828845,-4525385
Free Cash Flow,6404503,6404503,10660427,8672374,7531946
