Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,81739000,40195000,45870000,27310000
Depreciation & amortization,149351000,99082000,96037000,80376000
Change in working capital,5645000,-34121000,5715000,25496000
Inventory,-10704000,-16716000,-16115000,22659000
Other working capital,111955000,3542000,76594000,47436000
Other non-cash items,-3798000,-13612000,-17985000,-17603000
Net cash provided by operating activites,202986000,64235000,129981000,92525000
Investments in property plant and equipment,-91031000,-60693000,-53387000,-45089000
Acquisitions net,-50998000,-47930000,-23110000,-984000
Purchases of investments,-138000,-1148000,-2807000,-4279000
Sales/Maturities of investments,17393000,8734000,34439000,28057000
Other investing activites,-4668000,-262000,-1399000,1527000
Net cash used for investing activites,-103237000,-76675000,-14231000,6425000
Net change in cash,-17085000,-64218000,106064000,47647000
Cash at beginning of period,268008000,346025000,239970000,192323000
Cash at end of period,252012000,278314000,346025000,239970000
Operating Cash Flow,202986000,64235000,129981000,92525000
Capital Expenditure,-91031000,-60693000,-53387000,-45089000
Free Cash Flow,111955000,3542000,76594000,47436000
