Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,11501000,4902000,12397000,3557000
Depreciation & amortization,20246000,20014000,20121000,20506000
Change in working capital,4250000,-9976000,3816000,5304000
Inventory,3420000,-1455000,-4640000,-1821000
Other working capital,27493000,973000,14486000,14974000
Other non-cash items,6116000,5374000,4240000,399000
Net cash provided by operating activites,42071000,13948000,26449000,25237000
Investments in property plant and equipment,-14578000,-12975000,-11963000,-10263000
Acquisitions net,-,-3879000,-,-
Purchases of investments,-21916000,-61871000,-34512000,-66160000
Sales/Maturities of investments,39081000,50274000,41372000,73602000
Other investing activites,-2410000,-2039000,-2498000,-5000000
Net cash used for investing activites,-3702000,-30490000,5503000,-436000
Net change in cash,28312000,-27754000,19303000,10645000
Cash at beginning of period,118947000,138304000,119001000,108355000
Cash at end of period,148591000,112658000,138304000,119001000
Operating Cash Flow,42071000,13948000,26449000,25237000
Capital Expenditure,-14578000,-12975000,-11963000,-10263000
Free Cash Flow,27493000,973000,14486000,14974000
