Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Purchases of investments,-15280,-15280,-14500,-14188,-18954
Sales/Maturities of investments,18750,18750,15649,12462,18948
Net cash used for investing activites,3470,3470,1149,-1726,-5.698
Common stock issued,-,-,-,2220,-
Dividends Paid,-641.132,-641.132,-503.819,-422.663,-208.584
Net cash used privided by (used for) financing activities,-641.132,-641.132,-503.819,1797,-208.584
Net change in cash,2057,2057,442.198,-658.579,-271.712
Cash at beginning of period,1383,1383,940.361,1599,1871
Cash at end of period,3440,3440,1383,940.361,1599
Free Cash Flow,-771.61,-771.61,-203.021,-730.125,-57.43
