Breakdown,ttm,7/31/2019,7/31/2018,7/31/2017,7/31/2016
Net Income,858000,1473000,3306127,2579584,1292466
Depreciation & amortization,681000,750000,497737,478221,381888
Change in working capital,805000,1042000,-654290,-749824,155229
Inventory,125000,319000,-312854,-210366,-100748
Other working capital,1770000,2740000,1947192,2668484,123596
Other non-cash items,-361000,114000,21562,352288,-230731
Net cash provided by operating activites,2196000,3318000,2789583,3462862,1730664
Investments in property plant and equipment,-426000,-578000,-842391,-794378,-1607068
Acquisitions net,-,-,-1296848,-,-
Purchases of investments,-986000,-1100000,-20000,-275000,-40000
Sales/Maturities of investments,-,-,-,-,961620
Other investing activites,-33000,-88000,-97964,-143849,34064
Net cash used for investing activites,-1445000,-1766000,-2257203,-1213227,-534662
Net change in cash,438000,729000,980136,1499017,407065
Cash at beginning of period,5331000,5984000,5004078,3505060,3097994
Cash at end of period,5770000,6713000,5984214,5004078,3505060
Operating Cash Flow,2196000,3318000,2789583,3462862,1730664
Capital Expenditure,-426000,-578000,-842391,-794378,-1607068
Free Cash Flow,1770000,2740000,1947192,2668484,123596
