Breakdown,10/31/2019,10/31/2018,10/31/2017,10/31/2016
Total Assets,586356,522080,388634,306170
Liabilities,,,,
Total Liabilities,49638,49606,35795,37558
Stockholders' Equity,,,,
Common Stock,3026,2861,2450,2450
Total stockholders' equity,536718,472474,352839,268612
Total liabilities and stockholders' equity,586356,522080,388634,306170
