Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-15034000,621000,-20554000,-11308000
Depreciation & amortization,-,4050000,4190000,3954000
Change in working capital,-,-14378000,2975000,2009000
Inventory,-,1356000,1400000,1606000
Other working capital,-,-19371000,-20862000,-8015000
Other non-cash items,-,-907000,-1327000,249000
Net cash provided by operating activites,-,-15613000,-14237000,-3141000
Investments in property plant and equipment,-,-3758000,-6625000,-4874000
Purchases of investments,-,-256000,-209000,-158000
Sales/Maturities of investments,-,32000,2000,49000
Other investing activites,-,30000,-33000,136000
Net cash used for investing activites,-,5595000,-6844000,-2770000
Net change in cash,-,-11300000,-20687000,-6132000
Cash at beginning of period,-,77489000,98176000,104308000
Cash at end of period,-,66189000,77489000,98176000
Operating Cash Flow,-,-15613000,-14237000,-3141000
Capital Expenditure,-,-3758000,-6625000,-4874000
Free Cash Flow,-,-19371000,-20862000,-8015000
