Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,13209597,11408006,9810739,8247079
Liabilities,,,,
Total Liabilities,11631460,10082831,8819282,7506163
Stockholders' Equity,,,,
Common Stock,36704,34477,30891,27477
Retained Earnings,702502,579252,481331,416109
Accumulated other comprehensive income,-926,-31649,-24474,-31046
Total stockholders' equity,1578137,1325175,991457,740916
Total liabilities and stockholders' equity,13209597,11408006,9810739,8247079
