Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,8/31/2016
Net Income,2058000,2058000,2090000,2386000,2070000
Depreciation & amortization,1164000,1164000,1070000,1003000,1179000
Change in working capital,443000,443000,-253000,211000,57000
Inventory,153000,153000,32000,-610000,-282000
Other working capital,841000,841000,1938000,4588000,1839000
Other non-cash items,18000,18000,11000,-163000,201000
Net cash provided by operating activites,3257000,3257000,3246000,6026000,3183000
Investments in property plant and equipment,-2416000,-2416000,-1308000,-1438000,-1344000
Acquisitions net,-,-,-,-90000,-24000
Purchases of investments,-6169000,-6169000,-5428000,-1000,-748000
Sales/Maturities of investments,6344000,6344000,6424000,362000,99000
Other investing activites,-2000,-2000,26000,-,-2384000
Net cash used for investing activites,-1960000,-1960000,-241000,-4672000,-4388000
Net change in cash,-826000,-826000,1273000,-1645000,-4944000
Cash at beginning of period,14775000,14775000,13282000,14928000,17133000
Cash at end of period,13948000,13948000,14775000,13282000,12188000
Operating Cash Flow,3257000,3257000,3246000,6026000,3183000
Capital Expenditure,-2416000,-2416000,-1308000,-1438000,-1344000
Free Cash Flow,841000,841000,1938000,4588000,1839000
