Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,14644200,13300200,12213255,9063895
Liabilities,,,,
Total Liabilities,12630300,11606300,10785639,8081302
Stockholders' Equity,,,,
Common Stock,1049300,866700,686991,296071
Retained Earnings,953600,851800,752588,694650
Accumulated other comprehensive income,11000,-24600,-11963,-8128
Total stockholders' equity,2013900,1693900,1427616,982593
Total liabilities and stockholders' equity,14644200,13300200,12213255,9063895
