Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,5615000,4178000,5221000,7294000
Depreciation & amortization,-,463000,405000,379000
Change in working capital,-,-16469000,-5686000,11934000
Inventory,-,-1018000,78000,7000
Other working capital,-,-12609000,2414000,13903000
Other non-cash items,-,367000,1916000,-3567000
Net cash provided by operating activites,-,-11419000,3140000,14231000
Investments in property plant and equipment,-,-1190000,-726000,-328000
Acquisitions net,-,-499000,-,-
Purchases of investments,-,-419000,-8000,-8000
Sales/Maturities of investments,-,1077000,-,-
Other investing activites,-,-16000,26000,177000
Net cash used for investing activites,-,-1037000,-698000,547000
Net change in cash,-,-16368000,193000,7712000
Cash at beginning of period,-,39913000,39720000,32007000
Cash at end of period,-,23545000,39913000,39720000
Operating Cash Flow,-,-11419000,3140000,14231000
Capital Expenditure,-,-1190000,-726000,-328000
Free Cash Flow,-,-12609000,2414000,13903000
