Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1531000,1587000,1655000,2140000
Depreciation & amortization,-,645000,689000,620000
Stock based compensation,-,50000,66000,57000
Change in working capital,-,-1941000,-439000,508000
Inventory,-,-2099000,949000,44000
Other working capital,-,-1161000,754000,1840000
Other non-cash items,-,101000,103000,-109000
Net cash provided by operating activites,-,-734000,1339000,3566000
Investments in property plant and equipment,-,-427000,-585000,-1726000
Acquisitions net,-,-1000,-,-
Purchases of investments,-,-5356000,-4949000,-4903000
Sales/Maturities of investments,-,4586000,6250000,4710000
Other investing activites,-,-4000,-816000,541000
Net cash used for investing activites,-,-1127000,126000,-1262000
Net change in cash,-,-2590000,-61000,607000
Cash at beginning of period,-,14096000,14157000,13159000
Cash at end of period,-,11506000,14096000,14157000
Operating Cash Flow,-,-734000,1339000,3566000
Capital Expenditure,-,-427000,-585000,-1726000
Free Cash Flow,-,-1161000,754000,1840000
