Breakdown,ttm,12/31/2019,12/31/2018,3/31/2017
Net Income,8509000,8509000,11899000,12687000
Depreciation & amortization,9087000,9087000,9993000,11537000
Change in working capital,-472000,-472000,482000,2147000
Inventory,-273000,-273000,-3838000,-299000
Other working capital,8573000,8573000,8181000,8249000
Other non-cash items,4380000,4380000,-2100000,-204000
Net cash provided by operating activites,19673000,19673000,19275000,23197000
Investments in property plant and equipment,-11100000,-11100000,-11094000,-14948000
Acquisitions net,-775000,-775000,-,-
Purchases of investments,-11020000,-11020000,-4953000,-397000
Sales/Maturities of investments,12371000,12371000,4648000,4324000
Other investing activites,15000,15000,-401000,89000
Net cash used for investing activites,-10404000,-10404000,-10828000,-10611000
Net change in cash,2806000,2806000,1695000,388000
Cash at beginning of period,50958000,50958000,49262000,43744000
Cash at end of period,53765000,53765000,50958000,44132000
Operating Cash Flow,19673000,19673000,19275000,23197000
Capital Expenditure,-11100000,-11100000,-11094000,-14948000
Free Cash Flow,8573000,8573000,8181000,8249000
