Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3677000,3908000,4986000,4353000
Depreciation & amortization,-,4117000,3964000,3530000
Change in working capital,-,-1541000,-388000,-953000
Inventory,-,375000,177000,442000
Other working capital,-,4126000,9339000,4086000
Other non-cash items,-,192000,987000,-52000
Net cash provided by operating activites,-,5773000,11116000,5813000
Investments in property plant and equipment,-,-1647000,-1777000,-1727000
Acquisitions net,-,-4786000,-1875000,-14788000
Purchases of investments,-,-123000,-20000,-20000
Sales/Maturities of investments,-,376000,6000,561000
Other investing activites,-,-165000,-630000,454000
Net cash used for investing activites,-,-8287000,-3775000,-15392000
Net change in cash,-,392000,5656000,-2143000
Cash at beginning of period,-,19800000,14144000,16287000
Cash at end of period,-,20193000,19800000,14144000
Operating Cash Flow,-,5773000,11116000,5813000
Capital Expenditure,-,-1647000,-1777000,-1727000
Free Cash Flow,-,4126000,9339000,4086000
