Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,3142287000,3153970000,3109996000
Liabilities,,,
Total Liabilities,2912499000,2917927000,2884522000
Stockholders' Equity,,,
Common Stock,18000000,18000000,18000000
Retained Earnings,137146000,133439000,130155000
Total stockholders' equity,225656000,232003000,221525000
Total liabilities and stockholders' equity,3142287000,3153970000,3109996000
