Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,-1479860,-1479860,-1482139,1005643,550914
Depreciation & amortization,-,-,8935,7543,3101
Change in working capital,-,-,3698411,-1410968,-10881318
Other working capital,-,-,3340660,-623244,-10483807
Other non-cash items,-,-,-70291,-209543,53352
Net cash provided by operating activites,-,-,3342694,-612186,-10465613
Investments in property plant and equipment,-,-,-2034,-11058,-18194
Acquisitions net,-,-,0,-1580306,-660000
Purchases of investments,-,-,-1261457,-15893017,-4366163
Sales/Maturities of investments,-,-,1935773,5764696,0
Net cash used for investing activites,-,-,3040666,-11311927,-5016283
Net change in cash,-,-,-1028836,2422399,-2083648
Cash at beginning of period,-,-,3524781,956675,3040911
Cash at end of period,-,-,2401797,3524781,956675
Operating Cash Flow,-,-,3342694,-612186,-10465613
Capital Expenditure,-,-,-2034,-11058,-18194
Free Cash Flow,-,-,3340660,-623244,-10483807
