Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,2691000,2722000,2929000,2401000,2106000
Depreciation & amortization,935000,918000,911000,881000,868000
Change in working capital,642000,508000,-710000,756000,718000
Inventory,493000,442000,310000,422000,718000
Other working capital,3196000,2793000,2695000,4282000,3091000
Other non-cash items,39000,-13000,145000,251000,-47000
Net cash provided by operating activites,4503000,4073000,3536000,4896000,3725000
Investments in property plant and equipment,-1307000,-1280000,-841000,-614000,-634000
Acquisitions net,-,-,-,-46000,-
Sales/Maturities of investments,-,-,1000,47000,52000
Other investing activites,-2189000,989000,-503000,-325000,4597000
Net cash used for investing activites,-3433000,-162000,-1320000,-933000,4047000
Net change in cash,-2719000,338000,554000,2239000,5216000
Cash at beginning of period,23879000,22279000,21725000,19485000,14268000
Cash at end of period,21438000,22617000,22279000,21725000,19485000
Operating Cash Flow,4503000,4073000,3536000,4896000,3725000
Capital Expenditure,-1307000,-1280000,-841000,-614000,-634000
Free Cash Flow,3196000,2793000,2695000,4282000,3091000
