Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,714955,1018370,753059,700250
Depreciation & amortization,-,238221,220376,211433
Change in working capital,-,-237620,95497,-442969
Inventory,-,74941,-216506,-281150
Other working capital,-,1034709,579482,87487
Other non-cash items,-,71026,34932,-40218
Net cash provided by operating activites,-,1203518,1039602,389291
Investments in property plant and equipment,-,-168809,-460120,-301804
Purchases of investments,-,-318641,-103414,-102219
Sales/Maturities of investments,-,205300,441735,125390
Other investing activites,-,-1782,5522,-15068
Net cash used for investing activites,-,-270152,-105157,-293701
Net change in cash,-,545553,414165,-149799
Cash at beginning of period,-,1293584,879418,1029217
Cash at end of period,-,1839137,1293584,879418
Operating Cash Flow,-,1203518,1039602,389291
Capital Expenditure,-,-168809,-460120,-301804
Free Cash Flow,-,1034709,579482,87487
