Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-496.212,-699.676,-3284,-6456,-30.391
Acquisitions net,-,-,656.421,-,-
Purchases of investments,-,-8.801,-2453,-3644,-354.414
Other investing activites,-,-,-108.654,-,-
Net cash used for investing activites,-498.194,-708.477,-5189,-10099,-384.805
Debt repayment,-1308,-6388,-2241,-,-
Common stock issued,-,11946,12392,6935,313.01
Common stock repurchased,-,-687.662,-763.312,-63.366,-39.14
Net cash used privided by (used for) financing activities,-713.025,5133,16189,13321,1546
Net change in cash,-5061,-129.513,6000,451.65,365.992
Cash at beginning of period,9341,6861,860.976,409.326,43.334
Cash at end of period,4280,6731,6861,860.976,409.326
Capital Expenditure,-496.212,-699.676,-3284,-6456,-30.391
Free Cash Flow,-4346,-5253,-8284,-9226,-826.064
