Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-144000,-244000,-293000,-491000
Depreciation & amortization,-,1000,4000,4000
Stock based compensation,-,8000,6000,-
Change in working capital,-,159000,182000,846000
Other working capital,-,6000,72000,-416000
Other non-cash items,-,-10000,-232000,26000
Net cash provided by operating activites,-,11000,72000,-390000
Investments in property plant and equipment,-,-5000,-,-26000
Acquisitions net,-,-,-716000,-
Purchases of investments,-,-32000,-30000,-200000
Sales/Maturities of investments,-,37000,0,2000
Other investing activites,-,2000,2000,-16000
Net cash used for investing activites,-,50000,-586000,-240000
Net change in cash,-,-61000,-701000,2289000
Cash at beginning of period,-,2201000,2902000,1981000
Cash at end of period,-,2139000,2201000,2902000
Operating Cash Flow,-,11000,72000,-390000
Capital Expenditure,-,-5000,-,-26000
Free Cash Flow,-,6000,72000,-416000
