Breakdown,9/30/2019,9/30/2018,9/30/2017,9/30/2016
Total Assets,333785,335188,284772,254687
Liabilities,,,,
Total Liabilities,45338,38925,34643,6862
Stockholders' Equity,,,,
Common Stock,30442,31037,31037,30663
Total stockholders' equity,288447,296263,250129,247825
Total liabilities and stockholders' equity,333785,335188,284772,254687
