Breakdown,11/30/2019,11/30/2018,11/30/2017,11/30/2016
Total Assets,481917,384871,406383,306013
Liabilities,,,,
Total Liabilities,11860,5269,9537,4466
Stockholders' Equity,,,,
Common Stock,4026,4026,4026,4026
Total stockholders' equity,470057,379602,396846,301547
Total liabilities and stockholders' equity,481917,384871,406383,306013
