Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,17562990,13765599,9315179,8426793
Liabilities,,,,
Total Liabilities,15049888,11841018,8268850,7425761
Stockholders' Equity,,,,
Common Stock,105827,87250,57744,57506
Retained Earnings,581395,467345,379468,341938
Accumulated other comprehensive income,35575,-10273,-884,-3809
Total stockholders' equity,2513102,1924581,1046329,1001032
Total liabilities and stockholders' equity,17562990,13765599,9315179,8426793
