Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,7856853,7392805,6780249,6438129
Liabilities,,,,
Total Liabilities,6911247,6482186,5967666,5735380
Stockholders' Equity,,,,
Common Stock,852,852,817,757
Retained Earnings,265376,212838,161217,136671
Accumulated other comprehensive income,2283,-9460,-5950,-3818
Total stockholders' equity,945606,900140,803830,695544
Total liabilities and stockholders' equity,7856853,7392805,6780249,6438129
