Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-1287,-984.899,-881.224,-468.834,-519.799
Net cash used for investing activites,-1217,-984.899,-881.224,-468.834,-519.799
Common stock issued,-,-,2378,1330,1320
Common stock repurchased,-,-,-88.306,-61.073,-187.385
Net cash used privided by (used for) financing activities,-,-,2290,1269,1133
Net change in cash,1782,-1077,1089,206.776,-1092
Cash at beginning of period,801.979,1631,541.919,335.143,1412
Cash at end of period,2584,553.25,1631,541.919,335.143
Capital Expenditure,-1287,-984.899,-881.224,-468.834,-519.799
Free Cash Flow,-1529,-1077,-1201,-1062,-2225
