Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2231175,2077981,1170354,1032599
Liabilities,,,,
Total Liabilities,1993301,1854772,1094651,962132
Stockholders' Equity,,,,
Common Stock,8481,8460,4242,4233
Retained Earnings,50891,39562,32565,28399
Accumulated other comprehensive income,343,-2378,-2074,-2853
Total stockholders' equity,237874,223209,75703,70467
Total liabilities and stockholders' equity,2231175,2077981,1170354,1032599
