Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,28509000,26691000,25296000,22297000
Depreciation & amortization,-,6074000,5512000,5449000
Change in working capital,-,-5597000,-7001000,-14529000
Inventory,-,5182000,-1424000,-3843000
Other working capital,-,22676000,25811000,7806000
Other non-cash items,-,-2494000,6122000,1885000
Net cash provided by operating activites,-,26054000,29903000,14187000
Investments in property plant and equipment,-,-3378000,-4092000,-6381000
Acquisitions net,-,-,-168000,-
Purchases of investments,-,-9978000,-3684000,-14730000
Sales/Maturities of investments,-,2893000,3308000,3183000
Other investing activites,-,-938000,1046000,-327000
Net cash used for investing activites,-,-11298000,-3717000,-17951000
Net change in cash,-,5686000,4486000,3344000
Cash at beginning of period,-,34505000,30027000,26732000
Cash at end of period,-,40192000,34505000,30027000
Operating Cash Flow,-,26054000,29903000,14187000
Capital Expenditure,-,-3378000,-4092000,-6381000
Free Cash Flow,-,22676000,25811000,7806000
