Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-755.534,-359.964,-303.658,-133.23,-243.181
Net cash used for investing activites,-755.534,-359.964,-303.658,-93.23,-223.181
Debt repayment,-,-,-,-,-50
Common stock issued,1584,1622,213.5,331,642.64
Other financing activites,-243.179,-66.901,-66.901,-46.802,-81.356
Net cash used privided by (used for) financing activities,1141,1556,739.599,284.198,511.284
Net change in cash,605.45,442.942,-465.285,-118.111,408.539
Cash at beginning of period,20.288,29.155,494.44,612.551,204.012
Cash at end of period,625.738,472.097,29.155,494.44,612.551
Capital Expenditure,-755.534,-359.964,-303.658,-133.23,-243.181
Free Cash Flow,-535.784,-1113,-1205,-442.309,-122.745
