Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,167590,167590,148348,145262,136917
Interest Expense,39338,39338,32204,22689,16845
Income Before Tax,65751,65751,48368,39485,54286
Income Tax Expense,14060,14060,9141,18946,18795
Income from Continuing Operations,51691,51691,39227,20539,35491
Net Income,51691,51691,39227,20539,35491
Net Income available to common shareholders,50595,50595,38374,20124,34759
Basic EPS,-,-,1.97,1.04,2.01
Diluted EPS,-,-,1.97,1.04,2.00
Basic Average Shares,-,-,19468,19749,17657
Diluted Average Shares,-,-,19468,19749,17851
