Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-69930000,-214948000,6445000,-41116000
Depreciation & amortization,-,2857000,3872000,4190000
Change in working capital,-,152777000,-36909000,14986000
Other working capital,-,-40194000,-36709000,-6475000
Other non-cash items,-,-1451000,-1219000,585000
Net cash provided by operating activites,-,-37941000,-34115000,-4375000
Investments in property plant and equipment,-,-2253000,-2594000,-2100000
Purchases of investments,-,-109000,-338000,-351000
Sales/Maturities of investments,-,1791000,896000,15554000
Other investing activites,-,1151000,2034000,3136000
Net cash used for investing activites,-,778000,-1428000,10433000
Net change in cash,-,-33461000,-37121000,1969000
Cash at beginning of period,-,101767000,138889000,136919000
Cash at end of period,-,68306000,101767000,138889000
Operating Cash Flow,-,-37941000,-34115000,-4375000
Capital Expenditure,-,-2253000,-2594000,-2100000
Free Cash Flow,-,-40194000,-36709000,-6475000
