Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2843000,3606000,2329000,2037000
Depreciation & amortization,-,3189000,3005000,2877000
Change in working capital,-,-2323000,-3119000,724000
Inventory,-,-2740000,-630000,691000
Other working capital,-,-4136000,170000,2086000
Other non-cash items,-,-1035000,1314000,1098000
Net cash provided by operating activites,-,2755000,3941000,6722000
Investments in property plant and equipment,-,-6891000,-3771000,-4636000
Acquisitions net,-,-702000,-,-
Purchases of investments,-,-40000,-123000,-615000
Sales/Maturities of investments,-,681000,2101000,854000
Other investing activites,-,-129000,-105000,-464000
Net cash used for investing activites,-,-5458000,-487000,-4824000
Net change in cash,-,-2673000,-750000,838000
Cash at beginning of period,-,13848000,14598000,13759000
Cash at end of period,-,11175000,13848000,14598000
Operating Cash Flow,-,2755000,3941000,6722000
Capital Expenditure,-,-6891000,-3771000,-4636000
Free Cash Flow,-,-4136000,170000,2086000
