Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,15124000,48593000,31679000,28781000
Depreciation & amortization,-,11290000,11380000,11670000
Change in working capital,-,-9167000,-8794000,-1716000
Inventory,-,-2788000,1167000,-1025000
Other working capital,-,14308000,34839000,31236000
Other non-cash items,-,13499000,4257000,2603000
Net cash provided by operating activites,-,19222000,39852000,40066000
Investments in property plant and equipment,-,-4914000,-5013000,-8830000
Acquisitions net,-,-8021000,-434000,-12261000
Purchases of investments,-,-18866000,-12472000,-20828000
Sales/Maturities of investments,-,29396000,6317000,40754000
Other investing activites,-,-10174000,-9174000,-235000
Net cash used for investing activites,-,66044000,-19908000,-1361000
Net change in cash,-,69228000,10143000,29952000
Cash at beginning of period,-,194364000,184221000,154268000
Cash at end of period,-,263549000,194364000,184221000
Operating Cash Flow,-,19222000,39852000,40066000
Capital Expenditure,-,-4914000,-5013000,-8830000
Free Cash Flow,-,14308000,34839000,31236000
