Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,62302000,72825000,77577000,75187000
Depreciation & amortization,-,18111000,15789000,16236000
Change in working capital,-,481227000,255947000,278745000
Other working capital,-,557044000,316469000,326373000
Other non-cash items,-,-219137000,-224808000,-217822000
Net cash provided by operating activites,-,576958000,370127000,343760000
Investments in property plant and equipment,-,-19914000,-53658000,-17387000
Purchases of investments,-,-1918532000,-1781109000,-2638865000
Sales/Maturities of investments,-,1519167000,1301058000,1903187000
Other investing activites,-,-40830000,28389000,132593000
Net cash used for investing activites,-,-478684000,-467159000,-534505000
Net change in cash,-,55518000,-86728000,-239654000
Cash at beginning of period,-,798538000,885267000,1124922000
Cash at end of period,-,854057000,798538000,885267000
Operating Cash Flow,-,576958000,370127000,343760000
Capital Expenditure,-,-19914000,-53658000,-17387000
Free Cash Flow,-,557044000,316469000,326373000
