Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,5055302,4408432,3991417,3850094
Liabilities,,,,
Total Liabilities,4359449,3741993,3352540,3228898
Stockholders' Equity,,,,
Common Stock,609,609,609,609
Retained Earnings,322581,302544,281138,268226
Accumulated other comprehensive income,4699,-9147,-5451,-4332
Total stockholders' equity,695853,666439,638877,621196
Total liabilities and stockholders' equity,5055302,4408432,3991417,3850094
