Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,762237452,723865007,645703039,634393240
Liabilities,,,,
Total Liabilities,665028291,632269547,558615438,549580681
Stockholders' Equity,,,,
Common Stock,57000000,57000000,57000000,57000000
Retained Earnings,5606932,5982477,2624064,2084563
Accumulated other comprehensive income,34791783,29498830,28192083,26533526
Total stockholders' equity,96650580,91002875,86650707,84087055
Total liabilities and stockholders' equity,762237452,723865007,645703039,634393240
