Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7990000,6756000,6547000,11120000
Depreciation & amortization,-,4097000,3389000,2985000
Change in working capital,-,9376000,3623000,3379000
Other working capital,-,-1846000,-23859000,-9365000
Other non-cash items,-,-1278000,-826000,1547000
Net cash provided by operating activites,-,20791000,10828000,13694000
Investments in property plant and equipment,-,-22637000,-34687000,-23059000
Purchases of investments,-,-70000,-547000,-109000
Sales/Maturities of investments,-,14000,657000,-
Other investing activites,-,-158000,4000,-247000
Net cash used for investing activites,-,-21941000,-30628000,-12201000
Net change in cash,-,-11239000,2978000,13241000
Cash at beginning of period,-,27149000,24170000,10929000
Cash at end of period,-,15909000,27149000,24170000
Operating Cash Flow,-,20791000,10828000,13694000
Capital Expenditure,-,-22637000,-34687000,-23059000
Free Cash Flow,-,-1846000,-23859000,-9365000
