Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1006324,1564973,2028075,1405369
Depreciation & amortization,-,898464,768464,656787
Change in working capital,-,-109424,31242,30326
Inventory,-,-305377,-469754,-530611
Other working capital,-,906723,1741051,1215298
Other non-cash items,-,-110733,248623,-20243
Net cash provided by operating activites,-,2073841,3103067,2413911
Investments in property plant and equipment,-,-1167118,-1362016,-1198613
Purchases of investments,-,-11702,-7393,-5688
Other investing activites,-,-3946,-13016,-100404
Net cash used for investing activites,-,-1027523,-1379486,-1301333
Net change in cash,-,185611,1081761,564658
Cash at beginning of period,-,5902036,4820275,4255616
Cash at end of period,-,6087648,5902036,4820275
Operating Cash Flow,-,2073841,3103067,2413911
Capital Expenditure,-,-1167118,-1362016,-1198613
Free Cash Flow,-,906723,1741051,1215298
