Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,203849,203849,168982,145236,123966
Interest Expense,47541,47541,31599,16383,20537
Income Before Tax,79841,79841,63560,47953,32713
Income Tax Expense,13303,13303,10443,14836,8801
Income from Continuing Operations,66538,66538,53117,33117,23912
Net Income,66538,66538,53117,33117,23912
Net Income available to common shareholders,66538,66538,53117,33117,23870
Basic EPS,-,-,1.39,0.96,0.79
Diluted EPS,-,-,1.38,0.95,0.79
Basic Average Shares,-,-,38347,34554,29982
Diluted Average Shares,-,-,38496,34775,30124
