Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,9391000,9391000,9312000,7404000,5769000
Depreciation & amortization,1044000,1044000,762000,858000,771000
Stock based compensation,240000,240000,226000,220000,213000
Change in working capital,65000,65000,-288000,-54000,-321000
Other working capital,8971000,8971000,8620000,6725000,2843000
Other non-cash items,-1762000,-1762000,-1594000,-741000,-538000
Net cash provided by operating activites,10062000,10062000,9480000,7413000,3463000
Investments in property plant and equipment,-1091000,-1091000,-860000,-688000,-620000
Acquisitions net,-,-,0,-14000,-
Purchases of investments,-3068000,-3068000,-4920000,-315000,-2731000
Sales/Maturities of investments,536000,536000,393000,2299000,0
Other investing activites,-,-,-,-,0
Net cash used for investing activites,-3485000,-3485000,-5327000,1314000,-3335000
Net change in cash,-577000,-577000,-2366000,4260000,-3458000
Cash at beginning of period,11180000,11180000,13546000,9286000,12744000
Cash at end of period,10603000,10603000,11180000,13546000,9286000
Operating Cash Flow,10062000,10062000,9480000,7413000,3463000
Capital Expenditure,-1091000,-1091000,-860000,-688000,-620000
Free Cash Flow,8971000,8971000,8620000,6725000,2843000
