Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,23555728,22388030,21275647,18890142
Liabilities,,,,
Total Liabilities,19402260,18614665,17811859,16095271
Stockholders' Equity,,,,
Common Stock,1289,1286,1283,1213
Retained Earnings,1869983,1565201,1250313,914434
Accumulated other comprehensive income,27255,-34105,-12712,-25920
Total stockholders' equity,4150351,3770330,3460728,2791607
Total liabilities and stockholders' equity,23555728,22388030,21275647,18890142
