Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9307000,9681000,11353000,17415000
Depreciation & amortization,24216000,23391000,24371000,22419000
Change in working capital,-7054000,-6777000,-11776000,-29422000
Inventory,-13596000,12651000,-6705000,8867000
Other working capital,5306000,3390000,5920000,-8424000
Other non-cash items,2666000,1801000,-336000,1686000
Net cash provided by operating activites,27537000,25898000,22546000,7029000
Investments in property plant and equipment,-22231000,-22508000,-16626000,-15453000
Acquisitions net,-745000,-4591000,-3068000,-1998000
Purchases of investments,-961000,-679000,-1070000,-569000
Sales/Maturities of investments,374000,358000,220000,70000
Other investing activites,-132000,-21000,-426000,77000
Net cash used for investing activites,-23749000,-33469000,-27213000,-22882000
Net change in cash,-8491000,1784000,154000,-2407000
Cash at beginning of period,52760000,46304000,46150000,48557000
Cash at end of period,44342000,48089000,46304000,46150000
Operating Cash Flow,27537000,25898000,22546000,7029000
Capital Expenditure,-22231000,-22508000,-16626000,-15453000
Free Cash Flow,5306000,3390000,5920000,-8424000
