Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1213220,1171026,863058,233286
Depreciation & amortization,-,1944260,1687526,1628401
Change in working capital,-,-1112539,-474991,409361
Inventory,-,-713834,-219508,441506
Other working capital,-,-444828,1448277,1150018
Other non-cash items,-,13677,293268,142912
Net cash provided by operating activites,-,2097664,2327291,2378557
Investments in property plant and equipment,-,-2542492,-879014,-1228539
Purchases of investments,-,-400754,-732,-717
Sales/Maturities of investments,-,443824,-,-
Other investing activites,-,-1,-700,-3000
Net cash used for investing activites,-,-2499423,-880369,-1179239
Net change in cash,-,2886857,659706,536168
Cash at beginning of period,-,2113526,1453819,917651
Cash at end of period,-,5000383,2113526,1453819
Operating Cash Flow,-,2097664,2327291,2378557
Capital Expenditure,-,-2542492,-879014,-1228539
Free Cash Flow,-,-444828,1448277,1150018
