Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,43712000,43465000,36021000,28452000
Depreciation & amortization,-,21002000,19435000,25171000
Change in working capital,-,-2372000,33733000,7333000
Inventory,-,6739000,2942000,9533000
Other working capital,-,20105000,69671000,14932000
Other non-cash items,-,25019000,-1763000,-362000
Net cash provided by operating activites,-,86758000,101049000,43907000
Investments in property plant and equipment,-,-66653000,-31378000,-28975000
Acquisitions net,-,-,-4512000,-89420000
Purchases of investments,-,-20000,-19000,-1638000
Other investing activites,-,212000,743000,-74000
Net cash used for investing activites,-,-66267000,-34698000,-111826000
Net change in cash,-,-6851000,37565000,-17438000
Cash at beginning of period,-,108556000,70990000,88428000
Cash at end of period,-,101705000,108556000,70990000
Operating Cash Flow,-,86758000,101049000,43907000
Capital Expenditure,-,-66653000,-31378000,-28975000
Free Cash Flow,-,20105000,69671000,14932000
